timestamp,branch,transaction_type,txn_count,fraud_alerts,blocked_txns,fraud_loss,risk_level
2025-08-15 00:10:00+00:00,SG-ORCHARD,WITHDRAWAL,32,0,0,0.0,Low
2025-08-15 00:10:00+00:00,SG-JURONG,TRANSFER,20,0,0,0.0,Low
2025-08-15 00:10:00+00:00,SG-JURONG,PAYMENT,34,0,0,0.0,Low
2025-08-15 00:10:00+00:00,SG-JURONG,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 00:10:00+00:00,SG-WOODLANDS,TRANSFER,24,0,0,0.0,Low
2025-08-15 00:10:00+00:00,SG-WOODLANDS,PAYMENT,28,1,0,1295.51,Low
2025-08-15 00:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-MAIN,TRANSFER,29,2,2,0.0,Low
2025-08-15 00:20:00+00:00,SG-MAIN,PAYMENT,41,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-MAIN,WITHDRAWAL,22,1,1,0.0,Low
2025-08-15 00:20:00+00:00,SG-TAMP,TRANSFER,29,1,1,0.0,Low
2025-08-15 00:20:00+00:00,SG-TAMP,PAYMENT,32,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-TAMP,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-ORCHARD,TRANSFER,24,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-ORCHARD,PAYMENT,59,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-ORCHARD,WITHDRAWAL,28,2,2,0.0,Low
2025-08-15 00:20:00+00:00,SG-JURONG,TRANSFER,34,1,1,0.0,Low
2025-08-15 00:20:00+00:00,SG-JURONG,PAYMENT,54,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-JURONG,WITHDRAWAL,20,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-WOODLANDS,TRANSFER,26,1,0,355.62,Low
2025-08-15 00:20:00+00:00,SG-WOODLANDS,PAYMENT,40,0,0,0.0,Low
2025-08-15 00:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-MAIN,TRANSFER,38,3,3,0.0,Medium
2025-08-15 00:30:00+00:00,SG-MAIN,PAYMENT,45,1,1,0.0,Low
2025-08-15 00:30:00+00:00,SG-MAIN,WITHDRAWAL,40,1,1,0.0,Low
2025-08-15 00:30:00+00:00,SG-TAMP,TRANSFER,41,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-TAMP,PAYMENT,53,1,0,991.68,Low
2025-08-15 00:30:00+00:00,SG-TAMP,WITHDRAWAL,22,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-ORCHARD,TRANSFER,31,2,2,0.0,Low
2025-08-15 00:30:00+00:00,SG-ORCHARD,PAYMENT,60,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-ORCHARD,WITHDRAWAL,33,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-JURONG,TRANSFER,31,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-JURONG,PAYMENT,37,2,2,0.0,Low
2025-08-15 00:30:00+00:00,SG-JURONG,WITHDRAWAL,18,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-WOODLANDS,TRANSFER,21,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-WOODLANDS,PAYMENT,39,0,0,0.0,Low
2025-08-15 00:30:00+00:00,SG-WOODLANDS,WITHDRAWAL,18,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-MAIN,TRANSFER,38,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-MAIN,PAYMENT,60,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-MAIN,WITHDRAWAL,27,2,2,0.0,Low
2025-08-15 00:40:00+00:00,SG-TAMP,TRANSFER,40,1,1,0.0,Low
2025-08-15 00:40:00+00:00,SG-TAMP,PAYMENT,33,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-TAMP,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-ORCHARD,TRANSFER,25,1,1,0.0,Low
2025-08-15 00:40:00+00:00,SG-ORCHARD,PAYMENT,47,1,1,0.0,Low
2025-08-15 00:40:00+00:00,SG-ORCHARD,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-JURONG,TRANSFER,31,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-JURONG,PAYMENT,36,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-JURONG,WITHDRAWAL,29,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-WOODLANDS,TRANSFER,29,1,1,0.0,Low
2025-08-15 00:40:00+00:00,SG-WOODLANDS,PAYMENT,32,0,0,0.0,Low
2025-08-15 00:40:00+00:00,SG-WOODLANDS,WITHDRAWAL,16,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-MAIN,TRANSFER,27,1,1,0.0,Low
2025-08-15 00:50:00+00:00,SG-MAIN,PAYMENT,45,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-MAIN,WITHDRAWAL,15,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-TAMP,TRANSFER,26,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-TAMP,PAYMENT,28,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-TAMP,WITHDRAWAL,30,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-ORCHARD,TRANSFER,38,1,1,0.0,Low
2025-08-15 00:50:00+00:00,SG-ORCHARD,PAYMENT,55,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-ORCHARD,WITHDRAWAL,29,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-JURONG,TRANSFER,29,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-JURONG,PAYMENT,38,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-JURONG,WITHDRAWAL,22,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-WOODLANDS,TRANSFER,27,1,0,1216.35,Low
2025-08-15 00:50:00+00:00,SG-WOODLANDS,PAYMENT,45,0,0,0.0,Low
2025-08-15 00:50:00+00:00,SG-WOODLANDS,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-MAIN,TRANSFER,37,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-MAIN,PAYMENT,50,1,1,0.0,Low
2025-08-15 01:00:00+00:00,SG-MAIN,WITHDRAWAL,38,2,1,1117.39,Low
2025-08-15 01:00:00+00:00,SG-TAMP,TRANSFER,42,1,1,0.0,Low
2025-08-15 01:00:00+00:00,SG-TAMP,PAYMENT,45,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-TAMP,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-ORCHARD,TRANSFER,33,3,3,0.0,Medium
2025-08-15 01:00:00+00:00,SG-ORCHARD,PAYMENT,37,1,1,0.0,Low
2025-08-15 01:00:00+00:00,SG-ORCHARD,WITHDRAWAL,32,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-JURONG,TRANSFER,37,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-JURONG,PAYMENT,38,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-JURONG,WITHDRAWAL,23,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-WOODLANDS,TRANSFER,28,1,1,0.0,Low
2025-08-15 01:00:00+00:00,SG-WOODLANDS,PAYMENT,37,0,0,0.0,Low
2025-08-15 01:00:00+00:00,SG-WOODLANDS,WITHDRAWAL,33,1,1,0.0,Low
2025-08-15 01:10:00+00:00,SG-MAIN,TRANSFER,26,1,1,0.0,Low
2025-08-15 01:10:00+00:00,SG-MAIN,PAYMENT,47,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-MAIN,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-TAMP,TRANSFER,40,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-TAMP,PAYMENT,39,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-TAMP,WITHDRAWAL,27,1,1,0.0,Low
2025-08-15 01:10:00+00:00,SG-ORCHARD,TRANSFER,28,2,2,0.0,Low
2025-08-15 01:10:00+00:00,SG-ORCHARD,PAYMENT,58,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-ORCHARD,WITHDRAWAL,29,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-JURONG,TRANSFER,36,1,0,1417.14,Low
2025-08-15 01:10:00+00:00,SG-JURONG,PAYMENT,45,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-JURONG,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-WOODLANDS,TRANSFER,32,2,2,0.0,Low
2025-08-15 01:10:00+00:00,SG-WOODLANDS,PAYMENT,43,0,0,0.0,Low
2025-08-15 01:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-MAIN,TRANSFER,37,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-MAIN,PAYMENT,47,1,1,0.0,Low
2025-08-15 01:20:00+00:00,SG-MAIN,WITHDRAWAL,24,1,1,0.0,Low
2025-08-15 01:20:00+00:00,SG-TAMP,TRANSFER,42,1,1,0.0,Low
2025-08-15 01:20:00+00:00,SG-TAMP,PAYMENT,43,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-TAMP,WITHDRAWAL,22,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-ORCHARD,TRANSFER,35,1,1,0.0,Low
2025-08-15 01:20:00+00:00,SG-ORCHARD,PAYMENT,41,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-ORCHARD,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-JURONG,TRANSFER,30,1,1,0.0,Low
2025-08-15 01:20:00+00:00,SG-JURONG,PAYMENT,37,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-JURONG,WITHDRAWAL,23,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-WOODLANDS,TRANSFER,28,2,1,966.1,Low
2025-08-15 01:20:00+00:00,SG-WOODLANDS,PAYMENT,39,0,0,0.0,Low
2025-08-15 01:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-MAIN,TRANSFER,21,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-MAIN,PAYMENT,40,1,1,0.0,Low
2025-08-15 01:30:00+00:00,SG-MAIN,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-TAMP,TRANSFER,23,2,0,2059.55,Low
2025-08-15 01:30:00+00:00,SG-TAMP,PAYMENT,47,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-TAMP,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-ORCHARD,TRANSFER,34,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-ORCHARD,PAYMENT,48,3,3,0.0,Medium
2025-08-15 01:30:00+00:00,SG-ORCHARD,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-JURONG,TRANSFER,33,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-JURONG,PAYMENT,33,1,1,0.0,Low
2025-08-15 01:30:00+00:00,SG-JURONG,WITHDRAWAL,20,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-WOODLANDS,TRANSFER,29,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-WOODLANDS,PAYMENT,34,0,0,0.0,Low
2025-08-15 01:30:00+00:00,SG-WOODLANDS,WITHDRAWAL,25,1,1,0.0,Low
2025-08-15 01:40:00+00:00,SG-MAIN,TRANSFER,31,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-MAIN,PAYMENT,56,1,0,968.05,Low
2025-08-15 01:40:00+00:00,SG-MAIN,WITHDRAWAL,36,1,1,0.0,Low
2025-08-15 01:40:00+00:00,SG-TAMP,TRANSFER,31,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-TAMP,PAYMENT,41,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-TAMP,WITHDRAWAL,20,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-ORCHARD,TRANSFER,32,1,1,0.0,Low
2025-08-15 01:40:00+00:00,SG-ORCHARD,PAYMENT,42,1,0,1162.2,Low
2025-08-15 01:40:00+00:00,SG-ORCHARD,WITHDRAWAL,27,2,1,1738.19,Low
2025-08-15 01:40:00+00:00,SG-JURONG,TRANSFER,21,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-JURONG,PAYMENT,42,2,0,1956.93,Low
2025-08-15 01:40:00+00:00,SG-JURONG,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-WOODLANDS,TRANSFER,26,0,0,0.0,Low
2025-08-15 01:40:00+00:00,SG-WOODLANDS,PAYMENT,40,1,0,182.11,Low
2025-08-15 01:40:00+00:00,SG-WOODLANDS,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-MAIN,TRANSFER,37,2,1,1362.24,Low
2025-08-15 01:50:00+00:00,SG-MAIN,PAYMENT,55,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-MAIN,WITHDRAWAL,30,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-TAMP,TRANSFER,31,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-TAMP,PAYMENT,41,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-TAMP,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-ORCHARD,TRANSFER,40,1,1,0.0,Low
2025-08-15 01:50:00+00:00,SG-ORCHARD,PAYMENT,42,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-ORCHARD,WITHDRAWAL,19,1,0,1797.89,Low
2025-08-15 01:50:00+00:00,SG-JURONG,TRANSFER,26,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-JURONG,PAYMENT,45,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-JURONG,WITHDRAWAL,32,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-WOODLANDS,TRANSFER,26,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-WOODLANDS,PAYMENT,42,0,0,0.0,Low
2025-08-15 01:50:00+00:00,SG-WOODLANDS,WITHDRAWAL,23,1,1,0.0,Low
2025-08-15 02:00:00+00:00,SG-MAIN,TRANSFER,31,1,0,1112.45,Low
2025-08-15 02:00:00+00:00,SG-MAIN,PAYMENT,51,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-MAIN,WITHDRAWAL,25,3,3,0.0,Medium
2025-08-15 02:00:00+00:00,SG-TAMP,TRANSFER,32,1,1,0.0,Low
2025-08-15 02:00:00+00:00,SG-TAMP,PAYMENT,47,1,0,431.1,Low
2025-08-15 02:00:00+00:00,SG-TAMP,WITHDRAWAL,26,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-ORCHARD,TRANSFER,47,1,1,0.0,Low
2025-08-15 02:00:00+00:00,SG-ORCHARD,PAYMENT,64,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-ORCHARD,WITHDRAWAL,23,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-JURONG,TRANSFER,30,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-JURONG,PAYMENT,32,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-JURONG,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-WOODLANDS,TRANSFER,26,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-WOODLANDS,PAYMENT,39,0,0,0.0,Low
2025-08-15 02:00:00+00:00,SG-WOODLANDS,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-MAIN,TRANSFER,34,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-MAIN,PAYMENT,44,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-MAIN,WITHDRAWAL,27,1,1,0.0,Low
2025-08-15 02:10:00+00:00,SG-TAMP,TRANSFER,33,1,1,0.0,Low
2025-08-15 02:10:00+00:00,SG-TAMP,PAYMENT,52,1,1,0.0,Low
2025-08-15 02:10:00+00:00,SG-TAMP,WITHDRAWAL,20,1,1,0.0,Low
2025-08-15 02:10:00+00:00,SG-ORCHARD,TRANSFER,43,2,0,2213.49,Low
2025-08-15 02:10:00+00:00,SG-ORCHARD,PAYMENT,43,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-ORCHARD,WITHDRAWAL,23,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-JURONG,TRANSFER,20,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-JURONG,PAYMENT,46,1,1,0.0,Low
2025-08-15 02:10:00+00:00,SG-JURONG,WITHDRAWAL,31,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-WOODLANDS,TRANSFER,21,0,0,0.0,Low
2025-08-15 02:10:00+00:00,SG-WOODLANDS,PAYMENT,31,1,1,0.0,Low
2025-08-15 02:10:00+00:00,SG-WOODLANDS,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-MAIN,TRANSFER,36,1,0,150.51,Low
2025-08-15 02:20:00+00:00,SG-MAIN,PAYMENT,50,1,1,0.0,Low
2025-08-15 02:20:00+00:00,SG-MAIN,WITHDRAWAL,30,2,1,1339.29,Low
2025-08-15 02:20:00+00:00,SG-TAMP,TRANSFER,32,3,2,984.5,Medium
2025-08-15 02:20:00+00:00,SG-TAMP,PAYMENT,44,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-TAMP,WITHDRAWAL,33,1,1,0.0,Low
2025-08-15 02:20:00+00:00,SG-ORCHARD,TRANSFER,48,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-ORCHARD,PAYMENT,41,1,0,756.81,Low
2025-08-15 02:20:00+00:00,SG-ORCHARD,WITHDRAWAL,28,1,0,1077.49,Low
2025-08-15 02:20:00+00:00,SG-JURONG,TRANSFER,36,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-JURONG,PAYMENT,35,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-JURONG,WITHDRAWAL,23,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-WOODLANDS,TRANSFER,29,1,0,905.64,Low
2025-08-15 02:20:00+00:00,SG-WOODLANDS,PAYMENT,33,0,0,0.0,Low
2025-08-15 02:20:00+00:00,SG-WOODLANDS,WITHDRAWAL,17,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-MAIN,TRANSFER,29,1,0,587.23,Low
2025-08-15 02:30:00+00:00,SG-MAIN,PAYMENT,41,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-MAIN,WITHDRAWAL,28,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-TAMP,TRANSFER,34,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-TAMP,PAYMENT,39,1,0,1634.76,Low
2025-08-15 02:30:00+00:00,SG-TAMP,WITHDRAWAL,37,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-ORCHARD,TRANSFER,30,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-ORCHARD,PAYMENT,55,1,1,0.0,Low
2025-08-15 02:30:00+00:00,SG-ORCHARD,WITHDRAWAL,23,1,1,0.0,Low
2025-08-15 02:30:00+00:00,SG-JURONG,TRANSFER,33,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-JURONG,PAYMENT,40,1,1,0.0,Low
2025-08-15 02:30:00+00:00,SG-JURONG,WITHDRAWAL,34,1,1,0.0,Low
2025-08-15 02:30:00+00:00,SG-WOODLANDS,TRANSFER,24,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-WOODLANDS,PAYMENT,38,0,0,0.0,Low
2025-08-15 02:30:00+00:00,SG-WOODLANDS,WITHDRAWAL,29,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-MAIN,TRANSFER,30,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-MAIN,PAYMENT,62,1,1,0.0,Low
2025-08-15 02:40:00+00:00,SG-MAIN,WITHDRAWAL,28,2,2,0.0,Low
2025-08-15 02:40:00+00:00,SG-TAMP,TRANSFER,24,2,2,0.0,Low
2025-08-15 02:40:00+00:00,SG-TAMP,PAYMENT,59,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-TAMP,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-ORCHARD,TRANSFER,26,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-ORCHARD,PAYMENT,50,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-ORCHARD,WITHDRAWAL,28,3,1,2273.43,Medium
2025-08-15 02:40:00+00:00,SG-JURONG,TRANSFER,27,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-JURONG,PAYMENT,48,1,0,476.08,Low
2025-08-15 02:40:00+00:00,SG-JURONG,WITHDRAWAL,33,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-WOODLANDS,TRANSFER,24,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-WOODLANDS,PAYMENT,31,0,0,0.0,Low
2025-08-15 02:40:00+00:00,SG-WOODLANDS,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 02:50:00+00:00,SG-MAIN,TRANSFER,38,1,1,0.0,Low
2025-08-15 02:50:00+00:00,SG-MAIN,PAYMENT,48,0,0,0.0,Low
2025-08-15 02:50:00+00:00,SG-MAIN,WITHDRAWAL,22,3,3,0.0,Medium
2025-08-15 02:50:00+00:00,SG-TAMP,TRANSFER,30,1,0,1012.78,Low
2025-08-15 02:50:00+00:00,SG-TAMP,PAYMENT,47,2,2,0.0,Low
2025-08-15 02:50:00+00:00,SG-TAMP,WITHDRAWAL,29,0,0,0.0,Low
2025-08-15 02:50:00+00:00,SG-ORCHARD,TRANSFER,38,3,2,1207.08,Medium
2025-08-15 02:50:00+00:00,SG-ORCHARD,PAYMENT,44,0,0,0.0,Low
2025-08-15 02:50:00+00:00,SG-ORCHARD,WITHDRAWAL,21,1,1,0.0,Low
2025-08-15 02:50:00+00:00,SG-JURONG,TRANSFER,32,0,0,0.0,Low
2025-08-15 02:50:00+00:00,SG-JURONG,PAYMENT,35,1,1,0.0,Low
2025-08-15 02:50:00+00:00,SG-JURONG,WITHDRAWAL,27,0,0,0.0,Low
2025-08-15 02:50:00+00:00,SG-WOODLANDS,TRANSFER,21,1,0,460.24,Low
2025-08-15 02:50:00+00:00,SG-WOODLANDS,PAYMENT,40,1,1,0.0,Low
2025-08-15 02:50:00+00:00,SG-WOODLANDS,WITHDRAWAL,19,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-MAIN,TRANSFER,38,1,0,1145.18,Low
2025-08-15 03:00:00+00:00,SG-MAIN,PAYMENT,47,1,1,0.0,Low
2025-08-15 03:00:00+00:00,SG-MAIN,WITHDRAWAL,29,1,1,0.0,Low
2025-08-15 03:00:00+00:00,SG-TAMP,TRANSFER,27,2,1,1763.38,Low
2025-08-15 03:00:00+00:00,SG-TAMP,PAYMENT,49,1,1,0.0,Low
2025-08-15 03:00:00+00:00,SG-TAMP,WITHDRAWAL,25,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-ORCHARD,TRANSFER,30,1,1,0.0,Low
2025-08-15 03:00:00+00:00,SG-ORCHARD,PAYMENT,41,1,1,0.0,Low
2025-08-15 03:00:00+00:00,SG-ORCHARD,WITHDRAWAL,21,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-JURONG,TRANSFER,24,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-JURONG,PAYMENT,44,2,2,0.0,Low
2025-08-15 03:00:00+00:00,SG-JURONG,WITHDRAWAL,18,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-WOODLANDS,TRANSFER,36,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-WOODLANDS,PAYMENT,47,0,0,0.0,Low
2025-08-15 03:00:00+00:00,SG-WOODLANDS,WITHDRAWAL,24,0,0,0.0,Low
2025-08-15 03:10:00+00:00,SG-MAIN,TRANSFER,25,3,3,0.0,Medium
2025-08-15 03:10:00+00:00,SG-MAIN,PAYMENT,48,0,0,0.0,Low
2025-08-15 03:10:00+00:00,SG-MAIN,WITHDRAWAL,31,1,0,1499.67,Low
2025-08-15 03:10:00+00:00,SG-TAMP,TRANSFER,30,1,0,945.31,Low
2025-08-15 03:10:00+00:00,SG-TAMP,PAYMENT,54,1,1,0.0,Low
2025-08-15 03:10:00+00:00,SG-TAMP,WITHDRAWAL,20,0,0,0.0,Low
2025-08-15 03:10:00+00:00,SG-ORCHARD,TRANSFER,21,0,0,0.0,Low
2025-08-15 03:10:00+00:00,SG-ORCHARD,PAYMENT,54,1,0,402.24,Low
2025-08-15 03:10:00+00:00,SG-ORCHARD,WITHDRAWAL,34,1,1,0.0,Low
2025-08-15 03:10:00+00:00,SG-JURONG,TRANSFER,28,0,0,0.0,Low
